Name,Technology,Location,Age,Owner,Capacity,Efficiency
Werkskraftwerk Sappi Alfeld,Biomass CHP,deNode,12,Energy Producer DE B,101.20855283545089,0.38
HKW Altenstadt,Biomass CHP,deNode,16,Energy Producer DE A,76.29567829133991,0.38
Zellstoff Stendal GmbH,Biomass CHP,deNode,11,Energy Producer DE C,1081.3744606803177,0.38
Blockheizkraftwerk 1,Biomass CHP,deNode,10,Energy Producer DE C,8.563800624538153,0.38
Blockheizkraftwerk 2,Biomass CHP,deNode,5,Energy Producer DE C,6.228218636027748,0.38
UTB,Biomass CHP,deNode,13,Energy Producer DE A,124.56437272055494,0.38
BHW Beeskow,Biomass CHP,deNode,14,Energy Producer DE C,142.47050129913472,0.38
BMKW Bergkamen,Biomass CHP,deNode,10,Energy Producer DE B,137.7993373221139,0.38
HHKW Berlin-Neukölln,Biomass CHP,deNode,11,Energy Producer DE C,128.45700936807228,0.38
ENERTRAG Netz GmbH  (UW Bertikow),Biomass CHP,deNode,9,Energy Producer DE C,155.70546590069367,0.38
Biomassekraftwerk Bischofferode,Biomass CHP,deNode,10,Energy Producer DE B,140.9134466401278,0.38
Egger Kraftwerk Brilon,Biomass CHP,deNode,24,Energy Producer DE C,140.1349193106243,0.38
Werkskraftwerk Sappi Ehingen,Biomass CHP,deNode,25,Energy Producer DE C,102.76560749445783,0.38
Werkskraftwerk Sappi Ehingen,Biomass CHP,deNode,54,Energy Producer DE B,62.28218636027747,0.38
Emden Biomasse,Biomass CHP,deNode,10,Energy Producer DE C,171.27601249076304,0.38
Biomasse-HKW,Biomass CHP,deNode,2,Energy Producer DE B,82.52389692736764,0.38
BMKW Flörsheim Wicker,Biomass CHP,deNode,12,Energy Producer DE A,98.09444351743701,0.38
BKF,Biomass CHP,deNode,11,Energy Producer DE A,96.53738885843008,0.38
KWK Gütersloh,Biomass CHP,deNode,15,Energy Producer DE B,94.20180686991968,0.38
Biomasse-Verstromungs-Anlage,Biomass CHP,deNode,11,Energy Producer DE C,155.70546590069367,0.38
Müllverwertung Borsigstraße MVB,Biomass CHP,deNode,10,Energy Producer DE A,155.70546590069367,0.38
Enertec Hameln,Biomass CHP,deNode,13,Energy Producer DE B,112.88646277800292,0.38
Energieanlage 3,Biomass CHP,deNode,13,Energy Producer DE B,144.80608328764512,0.38
Bio HKW Herbrechtingen,Biomass CHP,deNode,11,Energy Producer DE B,108.99382613048557,0.38
Stora Enso Maxau,Biomass CHP,deNode,5,Energy Producer DE C,607.2513170127054,0.38
BMKW Königs Wusterhausen,Biomass CHP,deNode,12,Energy Producer DE C,133.1281733450931,0.38
BMHKW-BinderHolz,Biomass CHP,deNode,8,Energy Producer DE C,117.55762675502372,0.38
BioEnergie Park Klarsee,Biomass CHP,deNode,9,Energy Producer DE A,138.57786465161738,0.38
Landesbergen Biomasse,Biomass CHP,deNode,10,Energy Producer DE B,171.27601249076304,0.38
BMK Lünen,Biomass CHP,deNode,9,Energy Producer DE A,155.70546590069367,0.38
Biomasse-Heizkraftwerk Malchin,Biomass CHP,deNode,12,Energy Producer DE C,76.29567829133991,0.38
BMKW Mannheim,Biomass CHP,deNode,12,Energy Producer DE A,139.35639198112082,0.38
SCA Mannheim,Biomass CHP,deNode,12,Energy Producer DE A,311.41093180138733,0.38
KWK Neumarkt,Biomass CHP,deNode,18,Energy Producer DE A,121.45026340254107,0.38
Biomasse-HKW,Biomass CHP,deNode,12,Energy Producer DE C,155.70546590069367,0.38
Heizkraftwerk Pforzheim GmbH,Biomass CHP,deNode,11,Energy Producer DE C,95.75886152892662,0.38
BMHKW-RE Recklinghausen,Biomass CHP,deNode,11,Energy Producer DE B,116.77909942552026,0.38
Heizkraftwerk der Sappi Stockstadt GmbH,Biomass CHP,deNode,12,Energy Producer DE A,108.99382613048557,0.38
BioHKW I,Biomass CHP,deNode,11,Energy Producer DE B,67.73187766680175,0.38
BioHKW II,Biomass CHP,deNode,3,Energy Producer DE A,35.033729827656074,0.38
PKV Kraftwerk,Biomass CHP,deNode,9,Energy Producer DE A,14.947724726466593,0.4504
Wi-Biebrich,Biomass CHP,deNode,12,Energy Producer DE B,52.16133107673238,0.38
Biomasseheizkraftwerk Piesteritz,Biomass CHP,deNode,6,Energy Producer DE B,140.9134466401278,0.38
Zolling,Biomass CHP,deNode,12,Energy Producer DE B,142.47050129913472,0.38
Heizkraftwerk Altbach/Deizisau,Coal PSC,deNode,18,Energy Producer DE B,374.83514195145654,0.44
Heizkraftwerk Altbach/Deizisau,Coal PSC,deNode,30,Energy Producer DE A,483.04647757434725,0.455
Reno De Medici,Coal PSC,deNode,92,Energy Producer DE A,21.463774199839357,0.2325
Bergkamen,Coal PSC,deNode,34,Energy Producer DE C,799.8714189856975,0.3775
Reuter,Coal PSC,deNode,46,Energy Producer DE C,138.33201667256134,0.3475
Moabit,Coal PSC,deNode,26,Energy Producer DE A,99.28668938595129,0.4
Reuter West,Coal PSC,deNode,28,Energy Producer DE C,314.5937798521153,0.3925
Reuter West,Coal PSC,deNode,27,Energy Producer DE B,314.5937798521153,0.395
Kraftwerk Bexbach,Coal PSC,deNode,32,Energy Producer DE C,809.9116460022543,0.3825
HKW-Mitte,Coal PSC,deNode,31,Energy Producer DE A,48.30464775743472,0.468
KW Hastedt,Coal PSC,deNode,1,Energy Producer DE B,132.75411277447418,0.46
KW Hafen,Coal PSC,deNode,36,Energy Producer DE C,338.0209762240813,0.3725
Farge,Coal PSC,deNode,46,Energy Producer DE C,390.4532728661006,0.4425
KW Walsum,Coal PSC,deNode,27,Energy Producer DE C,412.76488845844915,0.395
KW Walsum,Coal PSC,deNode,2,Energy Producer DE A,808.7960652226369,0.4575
HKW Erlangen,Coal PSC,deNode,33,Energy Producer DE A,19.411105565343284,0.38
Heizkraftwerk FL,Coal PSC,deNode,23,Energy Producer DE A,34.583004168140334,0.504
Heizkraftwerk FL,Coal PSC,deNode,26,Energy Producer DE C,36.8141657273752,0.4905
Heizkraftwerk FL,Coal PSC,deNode,30,Energy Producer DE B,36.8141657273752,0.4725
HKW West,Coal PSC,deNode,27,Energy Producer DE B,68.60821794647195,0.395
HKW West,Coal PSC,deNode,26,Energy Producer DE B,68.60821794647195,0.3975
Scholven,Coal PSC,deNode,46,Energy Producer DE A,384.8753689680134,0.3475
Scholven,Coal PSC,deNode,47,Energy Producer DE C,384.8753689680134,0.345
FWK Buer,Coal PSC,deNode,30,Energy Producer DE B,78.0906545732201,0.3875
Staudinger,Coal PSC,deNode,23,Energy Producer DE C,568.9461976048894,0.405
Moorburg A,Coal PSC,deNode,0,Energy Producer DE C,892.4646236939442,0.4625
Tiefstack,Coal PSC,deNode,22,Energy Producer DE C,216.42267124578146,0.4075
Moorburg B,Coal PSC,deNode,0,Energy Producer DE C,892.4646236939442,0.4625
Westfalen,Coal PSC,deNode,1,Energy Producer DE B,851.9690413938315,0.46
GKH,Coal PSC,deNode,26,Energy Producer DE C,151.71898602797052,0.3975
GKH,Coal PSC,deNode,26,Energy Producer DE A,151.71898602797052,0.3975
Heizkraftwerk Heilbronn,Coal PSC,deNode,50,Energy Producer DE C,139.44759745217877,0.45
Heizkraftwerk Heilbronn,Coal PSC,deNode,49,Energy Producer DE A,139.44759745217877,0.45
Heizkraftwerk Heilbronn,Coal PSC,deNode,30,Energy Producer DE C,867.9218465423606,0.4475
KW Herne,Coal PSC,deNode,26,Energy Producer DE C,500.89577004822615,0.4575
KWM,Coal PSC,deNode,36,Energy Producer DE A,769.7507379360268,0.4325
Ibbenbüren,Coal PSC,deNode,30,Energy Producer DE A,885.7711390162395,0.4475
Heizkraftwerk,Coal PSC,deNode,26,Energy Producer DE C,73.6283314547504,0.4905
HKW Karcherstr.,Coal PSC,deNode,19,Energy Producer DE B,14.948782446873565,0.415
Rheinhafen-Dampfkraftwerk,Coal PSC,deNode,30,Energy Producer DE B,576.7552630622114,0.4375
Rheinhafen-Dampfkraftwerk,Coal PSC,deNode,1,Energy Producer DE A,930.3943702009368,0.46
Gemeinschaftskraftwerk Kiel,Coal PSC,deNode,45,Energy Producer DE C,360.33259181642995,0.405
Kraftwerk L 57,Coal PSC,deNode,58,Energy Producer DE B,29.005100270053184,0.3175
Kraftwerk N 230,Coal PSC,deNode,44,Energy Producer DE B,122.71388575791732,0.3525
G-Kraftwerk,Coal PSC,deNode,53,Energy Producer DE A,114.9048203005953,0.33
KW Lünen,Coal PSC,deNode,53,Energy Producer DE C,166.2215361629971,0.415
KW Lünen,Coal PSC,deNode,45,Energy Producer DE C,361.44817259604736,0.4175
Trianel Kohlekraftwerk Lünen,Coal PSC,deNode,2,Energy Producer DE A,819.9518730188112,0.4575
GKM,Coal PSC,deNode,10,Energy Producer DE C,284.4730988024447,0.4375
GKM,Coal PSC,deNode,33,Energy Producer DE A,474.12183133740785,0.38
GKM,Coal PSC,deNode,22,Energy Producer DE C,485.2776391335821,0.4075
GKM,Coal PSC,deNode,0,Energy Producer DE C,940.4345972174937,0.4625
Kraftwerk I,Coal PSC,deNode,75,Energy Producer DE A,188.86782598923094,0.27
Kraftwerk I,Coal PSC,deNode,44,Energy Producer DE B,62.02629134672912,0.4095
Kraftwerk I,Coal PSC,deNode,32,Energy Producer DE A,76.30572532583223,0.4635
Heizkraftwerk Offenbach,Coal PSC,deNode,25,Energy Producer DE A,60.24136209934123,0.4
Heyden,Coal PSC,deNode,28,Energy Producer DE A,976.1331821652514,0.3925
Heizkraftwerk Pforzheim GmbH,Coal PSC,deNode,25,Energy Producer DE C,30.00912297170887,0.4
Weiher,Coal PSC,deNode,39,Energy Producer DE B,731.3747591171873,0.365
KNG Kraftwerk Rostock,Coal PSC,deNode,21,Energy Producer DE A,573.4085207233591,0.41
HKW Römerbrücke,Coal PSC,deNode,26,Energy Producer DE C,55.77903898087151,0.4375
Heizkraftwerk der Sappi Stockstadt GmbH,Coal PSC,deNode,45,Energy Producer DE B,27.66640333451227,0.35
Heizkraftwerk Stuttgart-Gaisburg,Coal PSC,deNode,6,Energy Producer DE B,25.212125619353923,0.4475
Restmüll-Heizkraftwerk Stuttgart-Münster,Coal PSC,deNode,33,Energy Producer DE A,50.20113508278436,0.38
Restmüll-Heizkraftwerk Stuttgart-Münster,Coal PSC,deNode,31,Energy Producer DE C,50.20113508278436,0.385
Heizkraftwerk Magirusstraße,Coal PSC,deNode,23,Energy Producer DE C,23.092522138080803,0.405
Nord 2,Coal PSC,deNode,24,Energy Producer DE A,371.153725378719,0.4025
Modellkraftwerk,Coal PSC,deNode,33,Energy Producer DE B,199.68895955152001,0.38
Heizkraftwerk,Coal PSC,deNode,26,Energy Producer DE B,235.38754449927777,0.3975
Kraftwerk Walheim,Coal PSC,deNode,51,Energy Producer DE B,107.0957548432733,0.4525
Kraftwerk Walheim,Coal PSC,deNode,48,Energy Producer DE B,165.10595538337967,0.4525
Wedel,Coal PSC,deNode,53,Energy Producer DE B,137.2164358929439,0.4075
Wedel,Coal PSC,deNode,54,Energy Producer DE C,152.83456680758795,0.4075
Gersteinwerk,Coal PSC,deNode,31,Energy Producer DE A,684.9665986851021,0.385
Wilhelmshaven,Coal PSC,deNode,39,Energy Producer DE B,844.4946501703946,0.365
Kraftwerk Wilhelmshaven,Coal PSC,deNode,0,Energy Producer DE A,815.4895499003414,0.4625
HKW Nord,Coal PSC,deNode,15,Energy Producer DE A,68.60821794647195,0.425
HKW Nord,Coal PSC,deNode,15,Energy Producer DE B,68.60821794647195,0.425
HKW West,Coal PSC,deNode,30,Energy Producer DE C,154.50793797701408,0.3875
HKW West,Coal PSC,deNode,30,Energy Producer DE A,154.50793797701408,0.3875
Zolling,Coal PSC,deNode,30,Energy Producer DE C,526.554127979427,0.4525
RADAG,Hydroelectric,deNode,81,Energy Producer DE B,62.20390837125703,0.8
Werkskraftwerk Sappi Alfeld,Hydroelectric,deNode,103,Energy Producer DE B,0.07824390990095224,0.8
KW Amlach,Hydroelectric,deNode,26,Energy Producer DE C,46.94634594057134,0.8
Bigge,Hydroelectric,deNode,50,Energy Producer DE B,11.736586485142835,0.9
Egglfing,Hydroelectric,deNode,71,Energy Producer DE A,31.6105395999847,0.8
Rheinkraftwerk Säckingen,Hydroelectric,deNode,49,Energy Producer DE C,28.79375884355042,0.8
Säckingen,Hydroelectric,deNode,49,Energy Producer DE B,281.67807564342803,0.75
Bergheim,Hydroelectric,deNode,45,Energy Producer DE C,18.54380664652568,0.8
Weserkraftwerk Bremen,Hydroelectric,deNode,4,Energy Producer DE A,7.746147080194271,0.8
Dessau,Hydroelectric,deNode,48,Energy Producer DE C,8.059122719798081,0.8
Alzwerke,Hydroelectric,deNode,93,Energy Producer DE C,35.209759455428504,0.8
Dettingen,Hydroelectric,deNode,88,Energy Producer DE B,8.606830089104745,0.8
Dingolfing,Hydroelectric,deNode,58,Energy Producer DE B,11.736586485142835,0.8
WKW,Hydroelectric,deNode,6,Energy Producer DE B,18.778538376228536,0.8
Waldeck1/Bringhausen,Hydroelectric,deNode,84,Energy Producer DE B,113.45366935638074,0.75
Waldeck 2,Hydroelectric,deNode,41,Energy Producer DE A,375.5707675245707,0.75
Hemfurth,Hydroelectric,deNode,100,Energy Producer DE C,15.648781980190448,0.9
Eitting,Hydroelectric,deNode,90,Energy Producer DE A,20.34341657424758,0.8
Fankel,Hydroelectric,deNode,52,Energy Producer DE A,12.832001223756166,0.8
Ellgau,Hydroelectric,deNode,63,Energy Producer DE B,7.5896592603923665,0.8
Enkirch,Hydroelectric,deNode,49,Energy Producer DE A,14.39687942177521,0.8
Ering,Hydroelectric,deNode,73,Energy Producer DE B,28.559027113847566,0.8
Altheim,Hydroelectric,deNode,64,Energy Producer DE C,13.927415962369498,0.8
Pumpspeicherwerk Rönkhausen,Hydroelectric,deNode,46,Energy Producer DE C,107.97659566331409,0.75
Rudolf-Fettweis-Werk,Hydroelectric,deNode,97,Energy Producer DE A,17.21366017820949,0.8
Rudolf-Fettweis-Werk,Hydroelectric,deNode,89,Energy Producer DE C,33.64488125740946,0.75
Serrig,Hydroelectric,deNode,30,Energy Producer DE C,9.46751309801522,0.8
Gars,Hydroelectric,deNode,77,Energy Producer DE C,19.560977475238058,0.8
Geesthacht,Hydroelectric,deNode,57,Energy Producer DE A,93.18849669203411,0.75
PSW Langenprozelten,Hydroelectric,deNode,41,Energy Producer DE C,128.32001223756166,0.75
Goldisthal,Hydroelectric,deNode,11,Energy Producer DE C,823.1259321580175,0.75
KW Wyhlen,Hydroelectric,deNode,103,Energy Producer DE C,29.654441852460895,0.8
Jochenstein,Hydroelectric,deNode,60,Energy Producer DE B,51.640980534628476,0.8
Häusern,Hydroelectric,deNode,84,Energy Producer DE B,78.24390990095223,0.75
Schwammenauel,Hydroelectric,deNode,77,Energy Producer DE B,10.954147386133313,0.8
Heimbach,Hydroelectric,deNode,110,Energy Producer DE B,12.519025584152358,0.8
Koepchenwerk,Hydroelectric,deNode,26,Energy Producer DE B,129.1024513365712,0.75
Höchstädt,Hydroelectric,deNode,33,Energy Producer DE A,7.824390990095224,0.8
Hohenwarte 1,Hydroelectric,deNode,56,Energy Producer DE B,46.78985812076944,0.75
Hohenwarte 2,Hydroelectric,deNode,50,Energy Producer DE A,248.65914566522622,0.75
Rheinkraftwerk Iffezheim,Hydroelectric,deNode,37,Energy Producer DE C,115.80098665340931,0.8
KW Imst,Hydroelectric,deNode,59,Energy Producer DE A,69.63707981184749,0.8
Ingolstadt,Hydroelectric,deNode,44,Energy Producer DE A,15.492294160388543,0.8
KW Jenbach,Hydroelectric,deNode,88,Energy Producer DE C,61.81268882175227,0.9
Kaufering,Hydroelectric,deNode,40,Energy Producer DE A,13.066732953459022,0.8
Braunau-Simbach,Hydroelectric,deNode,62,Energy Producer DE C,39.121954950476116,0.8
Unteropfingen,Hydroelectric,deNode,91,Energy Producer DE C,11.345366935638074,0.8
Koblenz,Hydroelectric,deNode,64,Energy Producer DE A,12.519025584152358,0.8
Walchensee,Hydroelectric,deNode,91,Energy Producer DE A,97.02244827718077,0.8
Erzhausen,Hydroelectric,deNode,51,Energy Producer DE B,172.1366017820949,0.75
KW Kühtai,Hydroelectric,deNode,34,Energy Producer DE C,113.06244980687597,0.75
KW Kühtai,Hydroelectric,deNode,34,Energy Producer DE C,113.06244980687597,0.75
Rheinkraftwerk Reckingen,Hydroelectric,deNode,73,Energy Producer DE B,14.866342881180925,0.8
Laufenburg,Hydroelectric,deNode,101,Energy Producer DE B,81.68664193659414,0.8
Faimingen,Hydroelectric,deNode,50,Energy Producer DE B,7.902634899996175,0.8
Urspring,Hydroelectric,deNode,49,Energy Producer DE B,7.902634899996175,0.8
Prem,Hydroelectric,deNode,44,Energy Producer DE C,15.022830700982828,0.8
Lehmen,Hydroelectric,deNode,53,Energy Producer DE A,15.648781980190448,0.8
Markersbach,Hydroelectric,deNode,36,Energy Producer DE C,817.8053462847528,0.75
Meitingen,Hydroelectric,deNode,93,Energy Producer DE C,8.8415618188076035,0.8
Merching,Hydroelectric,deNode,37,Energy Producer DE A,9.389269188114268,0.8
Pumpspeicherkraftwerk Glems,Hydroelectric,deNode,51,Energy Producer DE B,70.41951891085701,0.75
Pfrombach,Hydroelectric,deNode,86,Energy Producer DE C,17.44839190791235,0.8
Müden,Hydroelectric,deNode,50,Energy Producer DE B,12.832001223756166,0.8
Neef,Hydroelectric,deNode,49,Energy Producer DE A,12.832001223756166,0.8
Walgauwerk,Hydroelectric,deNode,31,Energy Producer DE A,67.28976251481892,0.9
Bittenbrunn,Hydroelectric,deNode,46,Energy Producer DE A,15.80526979999235,0.8
Neuötting,Hydroelectric,deNode,64,Energy Producer DE B,20.421660484148536,0.8
Niederaichbach,Hydroelectric,deNode,64,Energy Producer DE B,12.67551340395426,0.8
Gummering,Hydroelectric,deNode,58,Energy Producer DE A,11.580098665340932,0.8
Niederwartha,Hydroelectric,deNode,57,Energy Producer DE A,31.14107614057899,0.75
Nußdorf,Hydroelectric,deNode,33,Energy Producer DE B,28.637271023748518,0.8
Oberaudorf-Ebbs,Hydroelectric,deNode,23,Energy Producer DE A,23.47317297028567,0.8
Aufkirchen,Hydroelectric,deNode,91,Energy Producer DE B,21.125855673257103,0.8
Oberpeiching,Hydroelectric,deNode,61,Energy Producer DE B,9.311025278213316,0.8
Kopswerk I,Hydroelectric,deNode,46,Energy Producer DE A,193.26245745535203,0.75
Kopswerk II,Hydroelectric,deNode,7,Energy Producer DE C,410.78052697999925,0.75
Obervermuntwerk 1,Hydroelectric,deNode,72,Energy Producer DE B,22.690733871276148,0.9
Vermuntwerk,Hydroelectric,deNode,85,Energy Producer DE B,123.62537764350454,0.9
Kachlet,Hydroelectric,deNode,88,Energy Producer DE B,42.016979616811355,0.8
Passau-Ingling,Hydroelectric,deNode,50,Energy Producer DE B,33.80136907721137,0.8
Perach,Hydroelectric,deNode,38,Energy Producer DE C,15.179318520784733,0.8
Geisling,Hydroelectric,deNode,30,Energy Producer DE A,19.560977475238058,0.8
Landau,Hydroelectric,deNode,31,Energy Producer DE A,9.85873264751998,0.8
Pielweichs,Hydroelectric,deNode,21,Energy Producer DE B,9.85873264751998,0.8
Prittriching,Hydroelectric,deNode,31,Energy Producer DE B,9.46751309801522,0.8
KW Kaunertal,Hydroelectric,deNode,51,Energy Producer DE C,306.71612681173275,0.9
Rain,Hydroelectric,deNode,59,Energy Producer DE B,8.528586179203794,0.8
Bertoldsheim,Hydroelectric,deNode,47,Energy Producer DE C,14.788098971279972,0.8
KW Rheinfelden,Hydroelectric,deNode,5,Energy Producer DE C,36.5399059237447,0.8
Rheinkraftwerk Ryburg-Schwörstadt,Hydroelectric,deNode,85,Energy Producer DE B,23.47317297028567,0.8
Rosenheim,Hydroelectric,deNode,55,Energy Producer DE B,27.463612375234234,0.8
Roßhaupten,Hydroelectric,deNode,61,Energy Producer DE B,35.600979004933265,0.9
Feldkirchen,Hydroelectric,deNode,45,Energy Producer DE B,29.889173582163757,0.8
Schwabstadl,Hydroelectric,deNode,34,Energy Producer DE B,9.389269188114268,0.8
Scheuring,Hydroelectric,deNode,35,Energy Producer DE B,9.545757007916173,0.8
Detzem,Hydroelectric,deNode,53,Energy Producer DE C,18.778538376228536,0.8
Bleiloch,Hydroelectric,deNode,83,Energy Producer DE C,62.43864010095988,0.75
Unterbergen,Hydroelectric,deNode,32,Energy Producer DE C,9.624000917817126,0.8
UPM Schongau,Hydroelectric,deNode,56,Energy Producer DE C,8.215610539599984,0.8
Dornau,Hydroelectric,deNode,55,Energy Producer DE A,12.988489043558072,0.8
KW Silz,Hydroelectric,deNode,34,Energy Producer DE A,391.2195495047612,0.9
Teufelsbruck,Hydroelectric,deNode,77,Energy Producer DE B,19.560977475238058,0.8
Schärding-Neuhaus,Hydroelectric,deNode,54,Energy Producer DE B,37.55707675245707,0.8
Stammham,Hydroelectric,deNode,60,Energy Producer DE A,18.15258709702092,0.8
Mühltal,Hydroelectric,deNode,91,Energy Producer DE B,8.76331790890665,0.8
Straubing,Hydroelectric,deNode,21,Energy Producer DE B,16.82244062870473,0.8
Tannheim,Hydroelectric,deNode,95,Energy Producer DE C,9.624000917817126,0.8
Uppenborn 2,Hydroelectric,deNode,64,Energy Producer DE B,14.083903782171403,0.8
Töging,Hydroelectric,deNode,91,Energy Producer DE B,66.74205514551225,0.8
Kraftwerksgruppe Pfreimd,Hydroelectric,deNode,60,Energy Producer DE B,2.582049026731424,0.8
Kraftwerksgruppe Pfreimd,Hydroelectric,deNode,63,Energy Producer DE A,1.4083903782171403,0.8
Kraftwerksgruppe Pfreimd,Hydroelectric,deNode,57,Energy Producer DE A,21.908294772266625,0.75
Kraftwerksgruppe Pfreimd,Hydroelectric,deNode,60,Energy Producer DE B,77.46147080194271,0.75
Trier,Hydroelectric,deNode,53,Energy Producer DE A,14.70985506137902,0.8
Lünerseewerk,Hydroelectric,deNode,58,Energy Producer DE B,186.22050556426632,0.75
Kraftwerk 3,Hydroelectric,deNode,95,Energy Producer DE C,14.475123331676164,0.8
Leitzach 1,Hydroelectric,deNode,32,Energy Producer DE A,37.55707675245707,0.75
Leitzach 2,Hydroelectric,deNode,55,Energy Producer DE B,34.42732035641898,0.75
Rodundwerk I,Hydroelectric,deNode,72,Energy Producer DE B,154.92294160388542,0.75
Rodundwerk II,Hydroelectric,deNode,4,Energy Producer DE C,230.81953420780908,0.75
PSW Vianden,Hydroelectric,deNode,0,Energy Producer DE A,152.57562430685687,0.75
PSW Vianden,Hydroelectric,deNode,53,Energy Producer DE C,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,53,Energy Producer DE A,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,52,Energy Producer DE B,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,52,Energy Producer DE A,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,52,Energy Producer DE B,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,51,Energy Producer DE B,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,51,Energy Producer DE A,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,52,Energy Producer DE C,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,51,Energy Producer DE A,78.24390990095223,0.75
PSW Vianden,Hydroelectric,deNode,40,Energy Producer DE A,153.35806340586637,0.75
Vohburg,Hydroelectric,deNode,23,Energy Producer DE B,18.23083100692187,0.8
Obernach,Hydroelectric,deNode,60,Energy Producer DE A,10.015220467321887,0.8
Kraftwerk Waldshut,Hydroelectric,deNode,64,Energy Producer DE C,117.36586485142836,0.75
Ettling,Hydroelectric,deNode,27,Energy Producer DE C,9.85873264751998,0.8
Uppenborn 1,Hydroelectric,deNode,85,Energy Producer DE A,19.560977475238058,0.8
Wasserburg,Hydroelectric,deNode,77,Energy Producer DE A,18.85678228612949,0.8
Wehr,Hydroelectric,deNode,40,Energy Producer DE A,712.0195800986653,0.75
Wendefurth,Hydroelectric,deNode,48,Energy Producer DE C,62.36039619105893,0.75
Wintrich,Hydroelectric,deNode,50,Energy Producer DE C,15.648781980190448,0.8
Witznau,Hydroelectric,deNode,72,Energy Producer DE C,172.1366017820949,0.75
Zeltingen,Hydroelectric,deNode,51,Energy Producer DE B,10.641171746529503,0.8
Niederaußem,Lignite PSC,deNode,47,Energy Producer DE A,326.85714285714283,0.3232
Niederaußem,Lignite PSC,deNode,41,Energy Producer DE B,713.1428571428571,0.4216
Niederaußem,Lignite PSC,deNode,41,Energy Producer DE C,691.1322751322751,0.4192
Niederaußem,Lignite PSC,deNode,13,Energy Producer DE C,1038.8994708994708,0.4048
Niederaußem,Lignite PSC,deNode,50,Energy Producer DE B,324.65608465608466,0.316
Fortuna Nord,Lignite PSC,deNode,76,Energy Producer DE A,16.507936507936506,0.2536
Kraftwerk,Lignite PSC,deNode,20,Energy Producer DE C,11.005291005291005,0.388
Kraftwerk,Lignite PSC,deNode,20,Energy Producer DE B,11.005291005291005,0.388
Lippendorf,Lignite PSC,deNode,15,Energy Producer DE C,962.9629629629629,0.4
Braunkohlekraftwerk Lippendorf,Lignite PSC,deNode,16,Energy Producer DE C,962.9629629629629,0.3976
Boxberg,Lignite PSC,deNode,36,Energy Producer DE C,511.7460317460317,0.3832
Boxberg,Lignite PSC,deNode,35,Energy Producer DE C,511.7460317460317,0.3856
Boxberg,Lignite PSC,deNode,15,Energy Producer DE B,943.1534391534391,0.4
Boxberg,Lignite PSC,deNode,3,Energy Producer DE B,704.3386243386243,0.4288
HKW Chemnitz  Nord II,Lignite PSC,deNode,27,Energy Producer DE A,62.510052910052906,0.3712
HKW Chemnitz  Nord II,Lignite PSC,deNode,25,Energy Producer DE A,99.92804232804232,0.424
HKW Cottbus,Lignite PSC,deNode,16,Energy Producer DE A,81.43915343915343,0.3976
Kraftwerk Dessau,Lignite PSC,deNode,19,Energy Producer DE C,53.925925925925924,0.3904
HKW Sachtleben,Lignite PSC,deNode,51,Energy Producer DE A,30.264550264550262,0.3136
Kessel 4,Lignite PSC,deNode,32,Energy Producer DE C,10.234920634920636,0.3592
Weisweiler,Lignite PSC,deNode,50,Energy Producer DE A,353.26984126984127,0.316
Weisweiler,Lignite PSC,deNode,48,Energy Producer DE C,353.26984126984127,0.3208
Weisweiler,Lignite PSC,deNode,41,Energy Producer DE B,729.6507936507936,0.3376
Weisweiler,Lignite PSC,deNode,40,Energy Producer DE B,721.9470899470899,0.34
P&L Werk Euskirchen,Lignite PSC,deNode,24,Energy Producer DE C,15.957671957671957,0.3784
Heizkraftwerk FFO,Lignite PSC,deNode,18,Energy Producer DE A,49.52380952380952,0.3928
Frechen/Wachtberg,Lignite PSC,deNode,56,Energy Producer DE B,193.69312169312167,0.3712
BoA 2,Lignite PSC,deNode,3,Energy Producer DE C,1166.5608465608466,0.4288
BoA 3,Lignite PSC,deNode,3,Energy Producer DE C,1166.5608465608466,0.4288
Neurath,Lignite PSC,deNode,42,Energy Producer DE B,321.3544973544973,0.3352
Neurath,Lignite PSC,deNode,43,Energy Producer DE A,323.55555555555554,0.3328
Neurath,Lignite PSC,deNode,43,Energy Producer DE B,323.55555555555554,0.3328
Neurath,Lignite PSC,deNode,40,Energy Producer DE C,668.0211640211639,0.34
Neurath,Lignite PSC,deNode,39,Energy Producer DE A,664.7195767195767,0.3424
Ville/Berrenrath,Lignite PSC,deNode,98,Energy Producer DE A,107.85185185185185,0.2008
P&L Werk Jülich,Lignite PSC,deNode,2,Energy Producer DE A,25.53227513227513,0.43120000000000003
FKK,Lignite PSC,deNode,26,Energy Producer DE B,36.86772486772487,0.3736
HKW Merkenich,Lignite PSC,deNode,5,Energy Producer DE A,82.86984126984126,0.424
P&L Werk Könnern,Lignite PSC,deNode,1,Energy Producer DE A,22.340740740740742,0.4336
